GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
1400000US36029005300,36029005300,"Census Tract 53, Erie County, New York",1292,409,1257,379,650,202,464,186,21,34,66,79,0,123,0,123,56,49,0,123,56,49,35,38,20,34,10,16,0,123,5,8,0,123,0,123,0,123,0,123,0,123
1400000US36029005400,36029005400,"Census Tract 54, Erie County, New York",3885,291,3791,286,3116,281,486,222,0,123,39,41,0,123,82,131,68,79,0,123,68,79,94,69,87,68,0,123,0,123,0,123,0,123,7,12,0,123,0,123,0,123
1400000US36029005500,36029005500,"Census Tract 55, Erie County, New York",4110,453,3593,470,2595,442,762,279,24,37,124,149,0,123,0,123,88,88,0,123,88,88,517,265,348,195,57,54,0,123,0,123,0,123,112,131,0,123,0,123,0,123
1400000US36029005600,36029005600,"Census Tract 56, Erie County, New York",3575,378,2733,363,1509,280,941,269,50,46,0,123,0,123,33,51,200,136,0,123,200,136,842,309,559,319,0,123,0,123,0,123,0,123,253,201,30,38,30,38,0,123
1400000US36029005700,36029005700,"Census Tract 57, Erie County, New York",3137,405,2463,410,1556,265,686,302,8,12,13,20,0,123,0,123,200,165,0,123,200,165,674,325,395,233,16,22,0,123,0,123,0,123,77,94,186,216,160,213,26,41
1400000US36029005801,36029005801,"Census Tract 58.01, Erie County, New York",3277,558,3096,540,2755,518,260,197,0,123,81,129,0,123,0,123,0,123,0,123,0,123,181,147,63,67,33,57,0,123,0,123,0,123,85,94,0,123,0,123,0,123
1400000US36029005802,36029005802,"Census Tract 58.02, Erie County, New York",4022,473,3425,504,2640,508,419,340,0,123,0,123,0,123,83,76,283,264,0,123,283,264,597,201,259,164,25,39,0,123,0,123,0,123,313,239,0,123,0,123,0,123
1400000US36029005900,36029005900,"Census Tract 59, Erie County, New York",3870,480,3281,567,2453,489,314,225,96,88,242,329,0,123,0,123,176,192,0,123,176,192,589,284,216,153,0,123,0,123,0,123,0,123,203,188,170,153,76,102,94,125
1400000US36029006100,36029006100,"Census Tract 61, Erie County, New York",4478,642,3113,537,1536,360,904,365,115,107,352,276,0,123,0,123,206,171,0,123,206,171,1365,361,609,343,151,160,11,17,0,123,0,123,517,282,77,76,11,17,66,74
1400000US36029006201,36029006201,"Census Tract 62.01, Erie County, New York",2471,982,2121,788,1338,522,658,345,0,123,91,64,12,20,0,123,22,21,14,22,8,8,350,246,91,87,31,37,0,123,0,123,0,123,197,167,31,47,4,7,27,46
1400000US36029006301,36029006301,"Census Tract 63.01, Erie County, New York",4841,719,4228,763,3438,580,306,292,0,123,406,441,0,123,0,123,78,99,0,123,78,99,613,259,223,147,18,28,0,123,0,123,0,123,358,225,14,22,14,22,0,123
1400000US36029006302,36029006302,"Census Tract 63.02, Erie County, New York",2602,257,2540,252,2475,257,0,123,0,123,65,73,0,123,0,123,0,123,0,123,0,123,62,52,55,52,0,123,0,123,0,123,0,123,7,11,0,123,0,123,0,123
1400000US36029006501,36029006501,"Census Tract 65.01, Erie County, New York",2797,412,2618,433,1901,341,336,164,20,31,233,219,0,123,41,66,87,67,0,123,87,67,179,103,44,53,10,16,0,123,0,123,0,123,84,97,41,46,0,123,41,46
1400000US36029006601,36029006601,"Census Tract 66.01, Erie County, New York",2914,534,2351,538,1648,301,195,124,69,60,400,493,0,123,0,123,39,43,0,123,39,43,563,259,227,143,0,123,21,36,0,123,0,123,315,225,0,123,0,123,0,123
1400000US36029006602,36029006602,"Census Tract 66.02, Erie County, New York",2105,308,2028,307,1621,246,407,180,0,123,0,123,0,123,0,123,0,123,0,123,0,123,77,59,9,15,27,42,0,123,0,123,0,123,28,33,13,20,13,20,0,123
1400000US36029006701,36029006701,"Census Tract 67.01, Erie County, New York",4102,1318,3623,1310,2632,710,832,660,31,37,64,65,0,123,0,123,64,65,0,123,64,65,479,197,78,66,0,123,0,123,0,123,0,123,358,167,43,86,0,123,43,86
1400000US36029006702,36029006702,"Census Tract 67.02, Erie County, New York",3285,273,3215,270,2063,310,999,217,0,123,93,89,0,123,0,123,60,49,0,123,60,49,70,49,53,46,0,123,0,123,0,123,0,123,17,21,0,123,0,123,0,123
1400000US36029006800,36029006800,"Census Tract 68, Erie County, New York",3622,448,2990,378,2293,354,546,180,0,123,30,34,0,123,54,65,67,71,0,123,67,71,632,321,276,299,14,25,0,123,0,123,0,123,342,237,0,123,0,123,0,123
1400000US36029006901,36029006901,"Census Tract 69.01, Erie County, New York",3533,724,1924,646,1035,445,578,352,42,45,95,83,0,123,21,35,153,167,0,123,153,167,1609,448,719,285,0,123,36,59,0,123,0,123,582,284,272,169,221,158,51,63
1400000US36029006902,36029006902,"Census Tract 69.02, Erie County, New York",3973,669,2840,555,2006,486,585,363,109,114,57,89,0,123,0,123,83,88,0,123,83,88,1133,379,341,227,230,163,0,123,0,123,0,123,526,362,36,57,0,123,36,57
1400000US36029007000,36029007000,"Census Tract 70, Erie County, New York",3510,625,2059,419,1329,269,655,334,10,15,42,50,23,38,0,123,0,123,0,123,0,123,1451,487,336,190,67,60,0,123,0,123,0,123,850,396,198,139,81,104,117,97
1400000US36029007101,36029007101,"Census Tract 71.01, Erie County, New York",4257,614,2066,427,626,212,1263,354,37,42,97,159,0,123,0,123,43,47,0,123,43,47,2191,559,926,322,12,19,43,66,0,123,0,123,910,413,300,177,54,63,246,178
1400000US36029007102,36029007102,"Census Tract 71.02, Erie County, New York",2843,376,1839,320,684,183,1108,283,0,123,39,41,0,123,0,123,8,14,0,123,8,14,1004,275,389,182,121,117,18,25,0,123,0,123,418,192,58,63,0,123,58,63
1400000US36029007202,36029007202,"Census Tract 72.02, Erie County, New York",1276,155,1082,164,820,161,218,105,0,123,44,48,0,123,0,123,0,123,0,123,0,123,194,169,117,142,0,123,0,123,0,123,0,123,77,95,0,123,0,123,0,123
1400000US36029007302,36029007302,"Census Tract 73.02, Erie County, New York",7871,213,7721,224,7220,363,171,122,0,123,292,312,0,123,0,123,38,43,0,123,38,43,150,100,138,102,0,123,0,123,0,123,0,123,12,18,0,123,0,123,0,123
1400000US36029007303,36029007303,"Census Tract 73.03, Erie County, New York",6908,263,6729,294,5977,332,307,188,15,23,331,200,0,123,0,123,99,80,0,123,99,80,179,152,102,90,0,123,0,123,0,123,0,123,77,122,0,123,0,123,0,123
1400000US36029007304,36029007304,"Census Tract 73.04, Erie County, New York",5195,225,5123,233,4870,254,72,76,0,123,71,76,0,123,0,123,110,103,0,123,110,103,72,63,72,63,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36029007600,36029007600,"Census Tract 76, Erie County, New York",2964,185,2921,204,2921,204,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123,43,43,34,40,0,123,9,16,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36029007700,36029007700,"Census Tract 77, Erie County, New York",4806,343,4678,359,4567,407,0,123,0,123,0,123,0,123,0,123,111,140,0,123,111,140,128,115,105,105,0,123,0,123,0,123,0,123,23,32,0,123,0,123,0,123
1400000US36029007800,36029007800,"Census Tract 78, Erie County, New York",5072,262,4884,262,4843,260,0,123,0,123,0,123,0,123,0,123,41,47,0,123,41,47,188,98,110,67,0,123,0,123,0,123,0,123,14,16,64,63,39,54,25,28
1400000US36029007901,36029007901,"Census Tract 79.01, Erie County, New York",3151,421,3068,419,2496,271,39,43,0,123,456,374,0,123,0,123,77,110,0,123,77,110,83,95,25,29,0,123,0,123,0,123,0,123,58,91,0,123,0,123,0,123
1400000US36029007902,36029007902,"Census Tract 79.02, Erie County, New York",5886,203,5817,230,5629,258,112,113,0,123,31,47,0,123,0,123,45,55,0,123,45,55,69,65,53,62,16,24,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36029007903,36029007903,"Census Tract 79.03, Erie County, New York",3493,168,3424,152,3341,158,44,55,29,48,0,123,0,123,0,123,10,18,0,123,10,18,69,72,7,12,32,47,0,123,0,123,0,123,0,123,30,50,30,50,0,123
1400000US36029007904,36029007904,"Census Tract 79.04, Erie County, New York",3045,229,2923,238,2854,230,17,27,0,123,52,64,0,123,0,123,0,123,0,123,0,123,122,118,83,87,0,123,0,123,0,123,0,123,39,46,0,123,0,123,0,123
1400000US36029007905,36029007905,"Census Tract 79.05, Erie County, New York",4771,235,4727,236,4623,234,0,123,0,123,70,68,0,123,0,123,34,54,0,123,34,54,44,46,0,123,0,123,0,123,0,123,0,123,12,21,32,30,22,26,10,18
1400000US36029008001,36029008001,"Census Tract 80.01, Erie County, New York",5697,286,5468,298,5301,334,127,106,0,123,0,123,0,123,0,123,40,38,0,123,40,38,229,146,132,111,42,63,0,123,0,123,0,123,35,53,20,31,0,123,20,31
1400000US36029008002,36029008002,"Census Tract 80.02, Erie County, New York",5523,263,5366,232,5084,234,87,105,16,25,55,85,0,123,11,19,113,153,0,123,113,153,157,135,66,86,0,123,0,123,0,123,0,123,91,107,0,123,0,123,0,123
1400000US36029008003,36029008003,"Census Tract 80.03, Erie County, New York",5364,391,5303,385,4648,404,144,134,15,24,451,360,0,123,28,46,17,28,0,123,17,28,61,64,30,39,0,123,0,123,0,123,0,123,13,20,18,30,6,11,12,28
1400000US36029008101,36029008101,"Census Tract 81.01, Erie County, New York",5899,359,5830,321,5720,332,0,123,0,123,110,106,0,123,0,123,0,123,0,123,0,123,69,76,69,76,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36029008102,36029008102,"Census Tract 81.02, Erie County, New York",4648,255,4648,255,4444,312,122,106,0,123,53,50,0,123,0,123,29,32,0,123,29,32,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36029008201,36029008201,"Census Tract 82.01, Erie County, New York",2268,148,2199,166,2148,186,23,26,0,123,0,123,0,123,0,123,28,43,0,123,28,43,69,64,53,59,16,27,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36029008202,36029008202,"Census Tract 82.02, Erie County, New York",3712,267,3613,261,3454,313,9,15,0,123,120,169,0,123,0,123,30,31,0,123,30,31,99,91,58,62,0,123,0,123,0,123,0,123,14,22,27,43,27,43,0,123
1400000US36029008300,36029008300,"Census Tract 83, Erie County, New York",2886,327,2628,311,1870,331,661,312,0,123,45,55,0,123,0,123,52,58,0,123,52,58,258,187,113,126,33,53,0,123,0,123,0,123,60,87,52,87,0,123,52,87
1400000US36029008400,36029008400,"Census Tract 84, Erie County, New York",2203,224,2122,220,2091,221,13,15,0,123,18,22,0,123,0,123,0,123,0,123,0,123,81,64,81,64,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36029008500,36029008500,"Census Tract 85, Erie County, New York",2559,228,2418,250,2401,252,0,123,0,123,10,15,0,123,0,123,7,12,0,123,7,12,141,88,96,71,30,36,0,123,0,123,0,123,15,22,0,123,0,123,0,123
1400000US36029008600,36029008600,"Census Tract 86, Erie County, New York",4604,298,4593,294,4394,293,25,29,0,123,63,53,0,123,0,123,111,104,0,123,111,104,11,17,0,123,0,123,0,123,0,123,0,123,11,17,0,123,0,123,0,123
1400000US36029008700,36029008700,"Census Tract 87, Erie County, New York",4625,313,4399,344,3988,368,358,266,24,35,0,123,0,123,0,123,29,25,0,123,29,25,226,228,226,228,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36029008800,36029008800,"Census Tract 88, Erie County, New York",3757,375,3603,324,3272,329,7,13,129,164,21,33,0,123,41,64,133,112,0,123,133,112,154,131,128,129,12,20,0,123,0,123,0,123,14,24,0,123,0,123,0,123
1400000US36029008900,36029008900,"Census Tract 89, Erie County, New York",4182,242,4000,238,3970,240,21,24,0,123,9,16,0,123,0,123,0,123,0,123,0,123,182,115,76,55,0,123,0,123,0,123,0,123,94,80,12,18,12,18,0,123
1400000US36029009004,36029009004,"Census Tract 90.04, Erie County, New York",3546,436,3426,431,2952,286,76,86,19,24,86,64,0,123,0,123,293,320,0,123,293,320,120,98,65,58,0,123,7,13,0,123,0,123,37,59,11,18,11,18,0,123
1400000US36029009006,36029009006,"Census Tract 90.06, Erie County, New York",7547,416,7450,426,6294,437,533,265,9,17,600,223,0,123,14,22,0,123,0,123,0,123,97,92,69,78,0,123,28,44,0,123,0,123,0,123,0,123,0,123,0,123
1400000US36029009007,36029009007,"Census Tract 90.07, Erie County, New York",7978,331,7832,340,6455,379,53,60,0,123,1280,306,0,123,0,123,44,58,0,123,44,58,146,89,123,82,0,123,0,123,0,123,0,123,16,24,7,14,0,123,7,14
1400000US36029009008,36029009008,"Census Tract 90.08, Erie County, New York",4656,338,4520,349,3836,321,181,115,0,123,473,150,0,123,0,123,30,60,30,60,0,123,136,135,13,19,0,123,0,123,0,123,0,123,70,106,53,74,0,123,53,74
1400000US36029009009,36029009009,"Census Tract 90.09, Erie County, New York",4865,306,4844,307,4342,351,289,218,0,123,138,103,0,123,0,123,75,73,0,123,75,73,21,23,0,123,12,20,0,123,0,123,0,123,9,13,0,123,0,123,0,123
1400000US36029009010,36029009010,"Census Tract 90.10, Erie County, New York",5462,384,5447,384,4184,413,455,232,34,50,457,264,36,58,56,74,225,290,0,123,225,290,15,24,15,24,0,123,0,123,0,123,0,123,0,123,0,123,0,123,0,123
