GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
1400000US36029001402,36029001402,"Census Tract 14.02, Erie County, New York",2743,297,2625,294,87,48,2396,302,0,11,32,50,0,11,0,11,110,72,31,48,79,55,118,80,79,74,12,18,0,11,0,11,0,11,27,44,0,11,0,11,0,11
1400000US36029001500,36029001500,"Census Tract 15, Erie County, New York",1428,212,1395,209,84,40,1261,217,5,7,0,11,0,11,0,11,45,42,0,11,45,42,33,45,28,44,4,6,0,11,0,11,0,11,1,2,0,11,0,11,0,11
1400000US36029001600,36029001600,"Census Tract 16, Erie County, New York",1993,293,1903,290,408,137,1344,252,0,11,67,94,0,11,0,11,84,66,0,11,84,66,90,78,10,17,0,11,0,11,0,11,0,11,80,76,0,11,0,11,0,11
1400000US36029001700,36029001700,"Census Tract 17, Erie County, New York",1730,291,1619,303,1030,237,489,251,0,11,19,29,0,11,0,11,81,86,0,11,81,86,111,63,14,22,0,11,0,11,0,11,0,11,97,59,0,11,0,11,0,11
1400000US36029001900,36029001900,"Census Tract 19, Erie County, New York",3052,284,2952,288,2675,251,217,176,49,50,0,11,0,11,0,11,11,18,0,11,11,18,100,106,49,58,0,11,0,11,0,11,0,11,51,82,0,11,0,11,0,11
1400000US36029002300,36029002300,"Census Tract 23, Erie County, New York",3775,427,3644,438,3109,414,417,198,0,11,15,23,0,11,0,11,103,91,0,11,103,91,131,127,14,16,76,121,0,11,0,11,0,11,41,39,0,11,0,11,0,11
1400000US36029002400,36029002400,"Census Tract 24, Erie County, New York",4077,500,3743,462,2862,327,725,255,0,11,35,31,0,11,0,11,121,97,0,11,121,97,334,200,146,121,0,11,0,11,0,11,0,11,159,147,29,47,29,47,0,11
1400000US36029002502,36029002502,"Census Tract 25.02, Erie County, New York",2029,250,1928,240,198,155,1646,176,0,11,12,17,0,11,0,11,72,66,0,11,72,66,101,86,19,28,0,11,0,11,0,11,0,11,82,85,0,11,0,11,0,11
1400000US36029002702,36029002702,"Census Tract 27.02, Erie County, New York",2442,471,2405,460,284,170,725,238,15,17,1264,388,0,11,32,49,85,92,0,11,85,92,37,37,6,13,18,28,0,11,0,11,0,11,13,21,0,11,0,11,0,11
1400000US36029002800,36029002800,"Census Tract 28, Erie County, New York",2126,293,1978,302,611,192,1179,322,0,11,118,132,0,11,0,11,70,52,0,11,70,52,148,81,40,31,16,17,0,11,0,11,0,11,81,78,11,16,0,11,11,16
1400000US36029002900,36029002900,"Census Tract 29, Erie County, New York",1938,349,1915,342,190,94,1638,365,0,11,48,55,0,11,0,11,39,41,0,11,39,41,23,35,4,9,0,11,0,11,0,11,0,11,19,27,0,11,0,11,0,11
1400000US36029003000,36029003000,"Census Tract 30, Erie County, New York",2630,328,2572,325,377,136,1934,295,0,11,142,149,0,11,38,64,81,83,0,11,81,83,58,49,7,11,9,23,0,11,0,11,0,11,31,38,11,19,0,11,11,19
1400000US36029003100,36029003100,"Census Tract 31, Erie County, New York",2296,348,2203,339,265,115,1903,308,0,11,0,11,0,11,0,11,35,40,0,11,35,40,93,113,6,11,26,33,0,11,0,11,0,11,61,106,0,11,0,11,0,11
1400000US36029003301,36029003301,"Census Tract 33.01, Erie County, New York",3828,444,3800,439,155,55,3609,442,0,11,0,11,0,11,0,11,36,56,0,11,36,56,28,35,0,11,20,31,0,11,0,11,0,11,8,16,0,11,0,11,0,11
1400000US36029003302,36029003302,"Census Tract 33.02, Erie County, New York",3126,448,2974,431,105,150,2762,460,11,17,0,11,0,11,0,11,96,84,0,11,96,84,152,111,12,18,95,95,0,11,0,11,0,11,7,12,38,61,38,61,0,11
1400000US36029003400,36029003400,"Census Tract 34, Erie County, New York",2545,353,2534,355,5,10,2395,365,39,51,0,11,0,11,0,11,95,81,0,11,95,81,11,19,0,11,11,19,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029003500,36029003500,"Census Tract 35, Erie County, New York",3059,427,3027,418,129,90,2855,420,0,11,0,11,0,11,0,11,43,58,0,11,43,58,32,37,0,11,20,32,0,11,0,11,0,11,11,17,1,3,1,3,0,11
1400000US36029003600,36029003600,"Census Tract 36, Erie County, New York",2847,487,2712,492,247,156,2375,473,0,11,90,145,0,11,0,11,0,11,0,11,0,11,135,100,2,4,42,55,0,11,0,11,0,11,91,84,0,11,0,11,0,11
1400000US36029003700,36029003700,"Census Tract 37, Erie County, New York",4165,521,3923,470,369,144,3426,451,23,38,63,75,0,11,13,22,29,32,16,25,13,20,242,187,87,140,147,126,0,11,0,11,0,11,8,11,0,11,0,11,0,11
1400000US36029003800,36029003800,"Census Tract 38, Erie County, New York",2977,301,2773,304,325,102,2346,296,0,11,0,11,0,11,0,11,102,108,6,9,96,108,204,162,49,80,88,99,0,11,0,11,0,11,67,106,0,11,0,11,0,11
1400000US36029003901,36029003901,"Census Tract 39.01, Erie County, New York",991,137,980,139,13,13,945,136,14,22,8,13,0,11,0,11,0,11,0,11,0,11,11,13,0,11,0,11,0,11,0,11,0,11,5,9,6,9,0,11,6,9
1400000US36029004001,36029004001,"Census Tract 40.01, Erie County, New York",4467,487,4249,486,556,206,3344,410,18,28,131,160,15,42,0,11,185,127,0,11,185,127,218,232,204,231,0,11,0,11,0,11,0,11,14,23,0,11,0,11,0,11
1400000US36029004100,36029004100,"Census Tract 41, Erie County, New York",4435,313,4360,314,357,161,3937,319,16,28,18,28,0,11,0,11,32,40,0,11,32,40,75,61,8,15,0,11,0,11,0,11,0,11,67,65,0,11,0,11,0,11
1400000US36029004200,36029004200,"Census Tract 42, Erie County, New York",3678,483,3626,465,92,55,3386,468,10,16,0,11,0,11,0,11,138,164,0,11,138,164,52,93,0,11,52,93,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029004300,36029004300,"Census Tract 43, Erie County, New York",5869,712,5766,668,534,207,4755,814,0,16,253,302,0,16,0,16,224,243,0,16,224,243,103,100,10,16,85,98,0,16,0,16,0,16,8,13,0,16,0,16,0,16
1400000US36029004401,36029004401,"Census Tract 44.01, Erie County, New York",4551,431,4500,438,261,118,4232,453,0,11,0,11,0,11,0,11,7,10,0,11,7,10,51,62,38,59,0,11,0,11,13,19,0,11,0,11,0,11,0,11,0,11
1400000US36029004402,36029004402,"Census Tract 44.02, Erie County, New York",2614,240,2500,277,33,29,2433,270,0,11,0,11,1,2,0,11,33,38,0,11,33,38,114,137,26,29,0,11,0,11,0,11,0,11,88,136,0,11,0,11,0,11
1400000US36029004500,36029004500,"Census Tract 45, Erie County, New York",5878,623,5701,650,4546,635,895,271,1,2,98,109,0,16,17,26,144,154,0,16,144,154,177,110,83,72,0,16,0,16,0,16,0,16,80,94,14,23,14,23,0,16
1400000US36029004601,36029004601,"Census Tract 46.01, Erie County, New York",3224,319,3101,311,1657,224,658,218,9,15,727,223,0,11,0,11,50,47,0,11,50,47,123,108,38,56,0,11,0,11,0,11,6,10,73,87,6,10,0,11,6,10
1400000US36029004602,36029004602,"Census Tract 46.02, Erie County, New York",1154,183,1023,182,445,140,222,98,0,11,339,75,0,11,0,11,17,24,0,11,17,24,131,100,84,72,0,11,0,11,0,11,0,11,26,24,21,30,13,25,8,17
1400000US36029004700,36029004700,"Census Tract 47, Erie County, New York",5999,663,5528,686,1621,514,3096,524,47,67,591,402,0,16,0,16,173,110,19,35,154,108,471,248,189,188,125,86,0,16,0,16,0,16,79,91,78,81,36,47,42,67
1400000US36029004800,36029004800,"Census Tract 48, Erie County, New York",4082,215,3815,255,3301,279,403,227,9,15,49,41,0,11,16,25,37,35,0,11,37,35,267,181,130,72,0,11,0,11,0,11,0,11,137,165,0,11,0,11,0,11
1400000US36029004900,36029004900,"Census Tract 49, Erie County, New York",6158,618,5602,597,4652,672,506,235,0,16,289,352,0,16,0,16,155,106,0,16,155,106,556,364,156,123,0,16,0,16,0,16,0,16,369,340,31,35,12,18,19,29
1400000US36029005000,36029005000,"Census Tract 50, Erie County, New York",2340,273,2198,285,1696,210,400,242,7,12,87,106,0,11,0,11,8,13,0,11,8,13,142,94,53,42,0,11,0,11,12,19,0,11,53,63,24,37,24,37,0,11
1400000US36029005100,36029005100,"Census Tract 51, Erie County, New York",4410,466,3796,460,2751,439,901,290,0,11,61,77,0,11,0,11,83,72,0,11,83,72,614,299,324,286,45,73,0,11,0,11,0,11,73,62,172,148,137,134,35,37
1400000US36029005201,36029005201,"Census Tract 52.01, Erie County, New York",2811,317,2614,294,2222,269,275,147,0,11,74,55,0,11,20,31,23,24,0,11,23,24,197,131,152,121,15,23,0,11,0,11,0,11,0,11,30,32,13,19,17,26
1400000US36029005202,36029005202,"Census Tract 52.02, Erie County, New York",3456,296,3325,304,1429,259,1631,252,16,18,161,90,0,11,12,18,76,44,11,16,65,34,131,56,37,35,30,28,12,17,0,11,0,11,52,33,0,11,0,11,0,11
1400000US36029005300,36029005300,"Census Tract 53, Erie County, New York",1672,144,1571,137,893,119,526,97,6,9,101,36,6,12,0,11,39,30,1,2,38,30,101,33,23,22,9,11,0,11,0,11,0,11,58,28,11,12,5,8,6,11
1400000US36029005400,36029005400,"Census Tract 54, Erie County, New York",3895,307,3730,306,3027,333,471,157,71,92,88,53,0,11,10,16,63,49,0,11,63,49,165,94,106,82,0,11,0,11,0,11,0,11,31,38,28,27,21,24,7,12
1400000US36029005500,36029005500,"Census Tract 55, Erie County, New York",3852,505,2795,484,1546,337,631,229,8,12,465,314,0,11,0,11,145,111,0,11,145,111,1057,318,179,168,38,30,30,33,0,11,0,11,810,287,0,11,0,11,0,11
1400000US36029005600,36029005600,"Census Tract 56, Erie County, New York",4293,414,3227,380,1622,283,1184,280,0,11,123,161,0,11,0,11,298,252,0,11,298,252,1066,301,314,131,40,28,0,11,25,41,0,11,355,209,332,264,67,90,265,250
1400000US36029005700,36029005700,"Census Tract 57, Erie County, New York",2616,373,1902,304,1123,233,407,102,43,48,207,224,0,11,0,11,122,68,0,11,122,68,714,180,158,120,30,36,0,11,0,11,0,11,481,233,45,71,45,71,0,11
1400000US36029005801,36029005801,"Census Tract 58.01, Erie County, New York",3392,367,2553,271,1993,286,276,146,0,11,74,103,0,11,83,131,127,132,0,11,127,132,839,254,149,117,12,21,0,11,0,11,0,11,612,223,66,69,66,69,0,11
1400000US36029005802,36029005802,"Census Tract 58.02, Erie County, New York",4695,510,3841,543,2145,392,745,295,8,13,831,521,0,11,0,11,112,82,0,11,112,82,854,238,641,215,0,11,0,11,0,11,0,11,162,132,51,82,0,11,51,82
1400000US36029005900,36029005900,"Census Tract 59, Erie County, New York",3978,502,2629,418,1862,338,438,208,65,61,185,126,0,11,7,11,72,70,0,11,72,70,1349,473,281,201,41,49,0,11,0,11,0,11,972,429,55,63,31,58,24,30
1400000US36029006100,36029006100,"Census Tract 61, Erie County, New York",4783,578,3716,625,1364,282,1226,426,10,16,938,414,0,11,0,11,178,120,0,11,178,120,1067,321,322,179,9,14,21,33,0,11,0,11,569,244,146,149,131,149,15,17
1400000US36029006201,36029006201,"Census Tract 62.01, Erie County, New York",2028,271,1734,246,733,140,802,216,5,11,173,66,0,11,0,11,21,21,0,11,21,21,294,91,34,30,79,55,0,11,0,11,0,11,162,65,19,28,19,28,0,11
1400000US36029006301,36029006301,"Census Tract 63.01, Erie County, New York",4524,377,4172,333,3723,413,225,191,0,11,64,88,25,35,0,11,135,131,0,11,135,131,352,302,97,85,0,11,0,11,0,11,0,11,255,291,0,11,0,11,0,11
1400000US36029006302,36029006302,"Census Tract 63.02, Erie County, New York",2685,226,2589,233,2294,255,206,181,0,11,70,108,0,11,0,11,19,23,0,11,19,23,96,64,69,56,20,22,0,11,0,11,0,11,0,11,7,12,0,11,7,12
1400000US36029006501,36029006501,"Census Tract 65.01, Erie County, New York",2920,354,2701,349,2045,311,363,283,0,11,223,178,0,11,0,11,70,78,0,11,70,78,219,124,150,92,0,11,0,11,0,11,0,11,69,78,0,11,0,11,0,11
1400000US36029006601,36029006601,"Census Tract 66.01, Erie County, New York",2522,404,2360,423,1418,252,269,137,22,24,492,335,0,11,0,11,159,90,0,11,159,90,162,80,117,66,30,47,0,11,0,11,0,11,15,21,0,11,0,11,0,11
1400000US36029006602,36029006602,"Census Tract 66.02, Erie County, New York",2381,252,2166,237,1710,202,399,149,9,15,25,27,0,11,0,11,23,34,0,11,23,34,215,169,44,47,0,11,0,11,0,11,0,11,171,158,0,11,0,11,0,11
1400000US36029006701,36029006701,"Census Tract 67.01, Erie County, New York",2867,351,2654,376,2030,343,266,146,0,11,267,278,0,11,0,11,91,68,17,28,74,65,213,150,78,63,0,11,0,11,0,11,0,11,135,136,0,11,0,11,0,11
1400000US36029006702,36029006702,"Census Tract 67.02, Erie County, New York",2862,293,2614,305,1617,307,705,166,0,11,250,106,0,11,0,11,42,38,0,11,42,38,248,125,79,67,0,11,0,11,0,11,0,11,169,112,0,11,0,11,0,11
1400000US36029006800,36029006800,"Census Tract 68, Erie County, New York",3363,476,3071,494,2582,399,260,148,0,11,74,55,0,11,0,11,155,250,0,11,155,250,292,147,93,87,75,99,19,30,0,11,0,11,105,78,0,11,0,11,0,11
1400000US36029006901,36029006901,"Census Tract 69.01, Erie County, New York",3363,494,1941,466,552,281,371,161,25,29,841,357,5,8,0,11,147,89,13,22,134,86,1422,364,237,155,24,29,19,31,0,11,0,11,1037,350,105,71,97,71,8,13
1400000US36029006902,36029006902,"Census Tract 69.02, Erie County, New York",4096,322,3012,376,1738,246,424,157,58,58,568,246,0,11,135,151,89,62,9,14,80,60,1084,364,300,173,8,13,0,11,0,11,0,11,632,309,144,114,97,103,47,48
1400000US36029007000,36029007000,"Census Tract 70, Erie County, New York",2996,446,2062,495,1011,323,947,455,9,15,83,48,0,11,0,11,12,14,0,11,12,14,934,259,223,148,12,17,31,49,0,11,0,11,599,235,69,71,39,49,30,51
1400000US36029007101,36029007101,"Census Tract 71.01, Erie County, New York",3576,421,1338,328,623,271,578,238,24,37,15,31,0,11,0,11,98,82,24,38,74,72,2238,337,837,287,5,8,0,11,0,11,0,11,1293,373,103,82,80,77,23,35
1400000US36029007102,36029007102,"Census Tract 71.02, Erie County, New York",2764,354,1782,306,763,166,876,234,33,35,12,15,0,11,10,18,88,94,0,11,88,94,982,259,248,141,37,42,0,11,0,11,0,11,607,232,90,55,81,58,9,15
1400000US36029007202,36029007202,"Census Tract 72.02, Erie County, New York",1847,110,1313,158,796,123,493,198,0,11,4,6,0,11,16,23,4,14,0,11,4,14,534,153,147,86,30,52,0,11,0,11,0,11,306,162,51,45,49,46,2,8
1400000US36029007302,36029007302,"Census Tract 73.02, Erie County, New York",8013,335,7568,464,7338,505,72,83,0,16,83,69,0,16,0,16,75,93,0,16,75,93,445,339,164,134,0,16,0,16,0,16,0,16,281,333,0,16,0,16,0,16
1400000US36029007303,36029007303,"Census Tract 73.03, Erie County, New York",7339,334,6934,450,6321,462,198,135,19,24,256,118,0,16,0,16,140,125,0,16,140,125,405,275,340,254,0,16,0,16,0,16,0,16,65,98,0,16,0,16,0,16
1400000US36029007304,36029007304,"Census Tract 73.04, Erie County, New York",5383,280,5354,276,5289,283,0,16,0,16,65,60,0,16,0,16,0,16,0,16,0,16,29,37,29,37,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36029007600,36029007600,"Census Tract 76, Erie County, New York",3168,232,3151,234,3090,226,1,4,28,29,0,11,0,11,0,11,32,41,23,37,9,16,17,20,8,13,0,11,0,11,0,11,0,11,9,14,0,11,0,11,0,11
1400000US36029007700,36029007700,"Census Tract 77, Erie County, New York",4280,314,4094,340,4001,340,13,17,0,11,0,11,0,11,14,23,66,59,0,11,66,59,186,141,43,50,26,41,0,11,0,11,0,11,21,34,96,114,58,96,38,59
1400000US36029007800,36029007800,"Census Tract 78, Erie County, New York",5128,258,5063,266,4850,295,1,5,75,99,0,16,0,16,0,16,137,148,0,16,137,148,65,54,49,45,0,16,0,16,0,16,0,16,16,28,0,16,0,16,0,16
1400000US36029007901,36029007901,"Census Tract 79.01, Erie County, New York",3181,195,3117,198,2779,267,89,88,8,13,145,103,0,11,16,26,80,89,0,11,80,89,64,58,64,58,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029007902,36029007902,"Census Tract 79.02, Erie County, New York",5894,341,5761,349,5150,271,373,286,10,15,227,195,0,16,0,16,1,3,0,16,1,3,133,99,106,105,18,27,9,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36029007903,36029007903,"Census Tract 79.03, Erie County, New York",3404,159,3329,150,3149,164,33,51,0,11,57,62,0,11,0,11,90,102,0,11,90,102,75,72,13,20,0,11,0,11,0,11,0,11,23,26,39,45,11,17,28,43
1400000US36029007904,36029007904,"Census Tract 79.04, Erie County, New York",3375,261,3172,226,2994,252,56,72,0,11,115,75,0,11,0,11,7,11,7,11,0,11,203,248,37,41,0,11,0,11,0,11,0,11,166,248,0,11,0,11,0,11
1400000US36029007905,36029007905,"Census Tract 79.05, Erie County, New York",4282,397,4072,429,3846,409,104,138,0,11,94,79,0,11,0,11,28,46,0,11,28,46,210,203,183,169,27,42,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029008001,36029008001,"Census Tract 80.01, Erie County, New York",5763,388,5569,423,4637,495,512,344,0,16,331,311,0,16,0,16,89,86,0,16,89,86,194,146,57,49,51,70,0,16,0,16,0,16,63,99,23,40,0,16,23,40
1400000US36029008002,36029008002,"Census Tract 80.02, Erie County, New York",5646,395,5612,396,5391,403,126,85,0,16,95,140,0,16,0,16,0,16,0,16,0,16,34,38,19,30,1,2,0,16,0,16,0,16,14,22,0,16,0,16,0,16
1400000US36029008003,36029008003,"Census Tract 80.03, Erie County, New York",5363,380,5129,442,4646,444,116,90,0,16,146,132,0,16,0,16,221,181,34,54,187,174,234,158,110,98,0,16,0,16,0,16,0,16,52,72,72,87,54,81,18,29
1400000US36029008101,36029008101,"Census Tract 81.01, Erie County, New York",5592,200,5427,256,4919,339,92,82,141,124,169,130,0,16,0,16,106,112,0,16,106,112,165,148,90,109,13,22,0,16,0,16,0,16,62,131,0,16,0,16,0,16
1400000US36029008102,36029008102,"Census Tract 81.02, Erie County, New York",4282,220,4171,241,4041,249,37,51,0,11,51,40,0,11,0,11,42,29,0,11,42,29,111,71,105,70,0,11,6,9,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029008201,36029008201,"Census Tract 82.01, Erie County, New York",2404,167,2313,192,2225,188,34,35,12,19,6,12,7,10,0,11,29,28,0,11,29,28,91,66,28,37,12,20,0,11,0,11,0,11,51,52,0,11,0,11,0,11
1400000US36029008202,36029008202,"Census Tract 82.02, Erie County, New York",3760,238,3699,229,3502,241,149,95,12,17,36,56,0,11,0,11,0,11,0,11,0,11,61,41,48,35,0,11,8,13,0,11,0,11,5,10,0,11,0,11,0,11
1400000US36029008300,36029008300,"Census Tract 83, Erie County, New York",2386,260,2005,331,1380,286,362,111,12,18,0,11,0,11,0,11,251,154,0,11,251,154,381,184,119,122,0,11,0,11,0,11,0,11,163,148,99,152,99,152,0,11
1400000US36029008400,36029008400,"Census Tract 84, Erie County, New York",2512,238,2471,228,1995,321,59,79,0,11,258,267,0,11,0,11,159,123,0,11,159,123,41,38,0,11,0,11,0,11,0,11,0,11,33,36,8,12,8,12,0,11
1400000US36029008500,36029008500,"Census Tract 85, Erie County, New York",2496,167,2305,211,2113,206,94,88,0,11,0,11,6,10,0,11,92,68,10,15,82,64,191,151,160,143,31,28,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029008600,36029008600,"Census Tract 86, Erie County, New York",4570,276,4549,279,4073,386,172,147,0,11,47,57,0,11,0,11,257,262,0,11,257,262,21,33,21,33,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029008700,36029008700,"Census Tract 87, Erie County, New York",4694,300,4470,259,4231,310,184,150,23,33,18,26,0,11,0,11,14,23,0,11,14,23,224,171,106,96,29,31,0,11,0,11,0,11,0,11,89,138,89,138,0,11
1400000US36029008800,36029008800,"Census Tract 88, Erie County, New York",3543,190,3454,205,3032,259,350,246,0,11,26,39,0,11,0,11,46,37,0,11,46,37,89,60,78,59,0,11,0,11,0,11,0,11,11,17,0,11,0,11,0,11
1400000US36029008900,36029008900,"Census Tract 89, Erie County, New York",4301,224,4177,221,3922,252,143,106,0,11,78,60,0,11,0,11,34,38,0,11,34,38,124,74,88,59,10,17,9,14,0,11,0,11,17,26,0,11,0,11,0,11
1400000US36029009004,36029009004,"Census Tract 90.04, Erie County, New York",3559,188,3375,204,3105,241,83,80,20,24,50,42,0,11,8,12,109,80,0,11,109,80,184,144,184,144,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36029009006,36029009006,"Census Tract 90.06, Erie County, New York",7492,378,7291,452,6238,421,364,204,49,76,532,188,0,16,0,16,108,91,0,16,108,91,201,180,178,183,13,22,0,16,0,16,0,16,10,11,0,16,0,16,0,16
1400000US36029009007,36029009007,"Census Tract 90.07, Erie County, New York",7346,371,6994,539,5953,527,92,66,0,16,843,146,0,16,48,73,58,64,12,21,46,60,352,255,286,246,66,101,0,16,0,16,0,16,0,16,0,16,0,16,0,16
1400000US36029009008,36029009008,"Census Tract 90.08, Erie County, New York",4913,277,4879,292,4117,417,107,97,0,11,529,262,0,11,0,11,126,137,76,118,50,69,34,38,20,25,0,11,0,11,14,22,0,11,0,11,0,11,0,11,0,11
1400000US36029009009,36029009009,"Census Tract 90.09, Erie County, New York",5316,268,5279,271,4518,318,96,81,24,36,484,137,0,16,0,16,157,165,0,16,157,165,37,48,16,26,0,16,0,16,21,38,0,16,0,16,0,16,0,16,0,16
1400000US36029009010,36029009010,"Census Tract 90.10, Erie County, New York",5963,337,5758,369,4913,382,184,127,1,2,567,114,0,16,23,34,70,60,0,16,70,60,205,140,95,79,0,16,0,16,0,16,0,16,44,49,66,99,0,16,66,99
